Date,Event ID,Time,Class
2023-12-14,30087726,08:40,Year 7: 7VP
2023-12-14,31334973,09:00,Religious Ed: Year 7: 7a/RER
2023-12-14,31216209,09:55,Maths: Year 7: 7a/MaG
2023-12-14,31218946,11:10,English Comb: Year 7: 7a/EnG
2023-12-14,31220418,12:05,Science: Year 7: 7a/ScG
2023-12-14,30106633,13:30,Year 7: 7VP
2023-12-14,31320798,14:00,PE Core: Year 7: 7a/PEB
2023-12-18,29974942,08:40,Year 7: 7VP
2023-12-18,31334385,09:00,Drama: Year 7: 7a/DrR
2023-12-18,31336989,09:55,Computer Science: Year 7: 7a/CsR
2023-12-18,31218463,11:10,Spanish: Year 7: 7a/SpG
2023-12-18,31221591,12:05,Maths: Year 7: 7a/MaG
2023-12-18,29989147,13:30,Year 7: 7VP
2023-12-18,31223109,14:00,Design Tech: Year 7: 7a/DTG
2023-12-19,30097730,08:40,Year 7: 7VP
2023-12-19,31224213,09:00,Spanish: Year 7: 7a/SpG
2023-12-19,31321198,09:55,PE Core: Year 7: 7a/PEB
2023-12-19,31215105,11:10,English Comb: Year 7: 7a/EnG
2023-12-19,31338193,12:05,Religious Ed: Year 7: 7a/RER
2023-12-19,30083401,13:30,Year 7: 7VP
2023-12-19,31219429,14:00,Maths: Year 7: 7a/MaG
2023-12-20,30074566,08:40,Year 7: 7VP
2023-12-20,31340657,09:00,Geography: Year 7: 7a/GeR
2023-12-20,31222396,09:55,English Comb: Year 7: 7a/EnG
2023-12-20,31343485,11:10,Religious Ed: Year 7: 7a/RER
2023-12-20,31344577,12:05,History: Year 7: 7a/HiR
2023-12-20,30094579,13:30,Year 7: 7VP
2023-12-20,31215910,14:00,Science: Year 7: 7a/ScG
2023-12-21,30099916,08:40,Year 7: 7VP
2023-12-21,31217497,09:00,Science: Year 7: 7a/ScG
2023-12-21,31339145,09:55,Music: Year 7: 7a/MuR
2023-12-21,31340797,11:10,History: Year 7: 7a/HiR
2023-12-21,31342421,12:05,Art and Design: Year 7: 7a/ArR
2023-12-21,30117998,13:30,Year 7: 7VP
2023-12-21,31225478,14:00,English Comb: Year 7: 7a/EnG
2023-12-22,30128351,08:40,Year 7: 7VP
2023-12-22,31335225,09:00,Religious Ed: Year 7: 7a/RER
2023-12-22,31337521,09:55,History: Year 7: 7a/HiR
2023-12-22,31218095,11:10,Maths: Year 7: 7a/MaG
2023-12-22,31221154,12:05,Design Tech: Year 7: 7a/DTG
2023-12-22,30114542,13:30,Year 7: 7VP
2023-12-22,31340461,14:00,Geography: Year 7: 7a/GeR
2024-01-08,29986330,08:40,Year 7: 7VP
2024-01-08,31223086,09:00,English Comb: Year 7: 7a/EnG
2024-01-08,31226007,09:55,Spanish: Year 7: 7a/SpG
2024-01-08,31336513,11:10,Art and Design: Year 7: 7a/ArR
2024-01-08,31338389,12:05,Computer Science: Year 7: 7a/CsR
2024-01-08,30072563,13:30,Year 7: 7VP
2024-01-08,31219797,14:00,Maths: Year 7: 7a/MaG
2024-01-09,30108508,08:40,Year 7: 7VP
2024-01-09,29866535,09:00,Year 7: 7VP
2024-01-09,31222051,09:55,Maths: Year 7: 7a/MaG
2024-01-09,31224581,11:10,Science: Year 7: 7a/ScG
2024-01-09,31344045,12:05,Music: Year 7: 7a/MuR
2024-01-09,30095549,13:30,Year 7: 7VP
2024-01-09,31215289,14:00,English Comb: Year 7: 7a/EnG
2024-01-10,30087045,08:40,Year 7: 7VP
2024-01-10,31217290,09:00,Maths: Year 7: 7a/MaG
2024-01-10,31220487,09:55,Spanish: Year 7: 7a/SpG
2024-01-10,31339705,11:10,History: Year 7: 7a/HiR
2024-01-10,31341889,12:05,Geography: Year 7: 7a/GeR
2024-01-10,30103820,13:30,Year 7: 7VP
2024-01-10,31223868,14:00,Science: Year 7: 7a/ScG
2024-01-11,30111123,08:40,Year 7: 7VP
2024-01-11,31335029,09:00,Religious Ed: Year 7: 7a/RER
2024-01-11,31216255,09:55,Maths: Year 7: 7a/MaG
2024-01-11,31218992,11:10,English Comb: Year 7: 7a/EnG
2024-01-11,31220464,12:05,Science: Year 7: 7a/ScG
2024-01-11,30130935,13:30,Year 7: 7VP
2024-01-11,31320818,14:00,PE Core: Year 7: 7a/PEB
2024-01-12,30142481,08:40,Year 7: 7VP
2024-01-12,31342981,09:00,Geography: Year 7: 7a/GeR
2024-01-12,31224627,09:55,English Comb: Year 7: 7a/EnG
2024-01-12,31336009,11:10,Religious Ed: Year 7: 7a/RER
2024-01-12,31216807,12:05,Science: Year 7: 7a/ScG
2024-01-12,30123466,13:30,Year 7: 7VP
2024-01-12,31320458,14:00,PE Core: Year 7: 7a/PEB
2024-01-15,30071091,08:40,Year 7: 7VP
2024-01-15,31334413,09:00,Drama: Year 7: 7a/DrR
2024-01-15,31337017,09:55,Computer Science: Year 7: 7a/CsR
2024-01-15,31218509,11:10,Spanish: Year 7: 7a/SpG
2024-01-15,31221614,12:05,Maths: Year 7: 7a/MaG
2024-01-15,30083603,13:30,Year 7: 7VP
2024-01-15,31223155,14:00,Design Tech: Year 7: 7a/DTG
2024-01-16,30123845,08:40,Year 7: 7VP
2024-01-16,31224305,09:00,Spanish: Year 7: 7a/SpG
2024-01-16,31321218,09:55,PE Core: Year 7: 7a/PEB
2024-01-16,31215151,11:10,English Comb: Year 7: 7a/EnG
2024-01-16,31338249,12:05,Religious Ed: Year 7: 7a/RER
2024-01-16,30106751,13:30,Year 7: 7VP
2024-01-16,31219452,14:00,Maths: Year 7: 7a/MaG
2024-01-17,30096564,08:40,Year 7: 7VP
2024-01-17,31340769,09:00,Geography: Year 7: 7a/GeR
2024-01-17,31222442,09:55,English Comb: Year 7: 7a/EnG
2024-01-17,31343513,11:10,Religious Ed: Year 7: 7a/RER
2024-01-17,31344605,12:05,History: Year 7: 7a/HiR
2024-01-17,30115161,13:30,Year 7: 7VP
2024-01-17,31215956,14:00,Science: Year 7: 7a/ScG
2024-01-18,30124042,08:40,Year 7: 7VP
2024-01-18,31217543,09:00,Science: Year 7: 7a/ScG
2024-01-18,31339173,09:55,Music: Year 7: 7a/MuR
2024-01-18,31340881,11:10,History: Year 7: 7a/HiR
2024-01-18,31342449,12:05,Art and Design: Year 7: 7a/ArR
2024-01-18,30141227,13:30,Year 7: 7VP
2024-01-18,31225547,14:00,English Comb: Year 7: 7a/EnG
2024-01-19,30154954,08:40,Year 7: 7VP
2024-01-19,31335281,09:00,Religious Ed: Year 7: 7a/RER
2024-01-19,31337549,09:55,History: Year 7: 7a/HiR
2024-01-19,31218118,11:10,Maths: Year 7: 7a/MaG
2024-01-19,31221177,12:05,Design Tech: Year 7: 7a/DTG
2024-01-19,30131402,13:30,Year 7: 7VP
2024-01-19,31340545,14:00,Geography: Year 7: 7a/GeR
2024-01-22,30080047,08:40,Year 7: 7VP
2024-01-22,31223132,09:00,English Comb: Year 7: 7a/EnG
2024-01-22,31226030,09:55,Spanish: Year 7: 7a/SpG
2024-01-22,31336541,11:10,Art and Design: Year 7: 7a/ArR
2024-01-22,31338445,12:05,Computer Science: Year 7: 7a/CsR
2024-01-22,30095582,13:30,Year 7: 7VP
2024-01-22,31219843,14:00,Maths: Year 7: 7a/MaG
2024-01-23,30134573,08:40,Year 7: 7VP
2024-01-23,29866563,09:00,Year 7: 7VP
2024-01-23,31222074,09:55,Maths: Year 7: 7a/MaG
2024-01-23,31224673,11:10,Science: Year 7: 7a/ScG
2024-01-23,31344073,12:05,Music: Year 7: 7a/MuR
2024-01-23,30118160,13:30,Year 7: 7VP
2024-01-23,31215335,14:00,English Comb: Year 7: 7a/EnG
2024-01-24,30108889,08:40,Year 7: 7VP
2024-01-24,31217336,09:00,Maths: Year 7: 7a/MaG
2024-01-24,31220533,09:55,Spanish: Year 7: 7a/SpG
2024-01-24,31339733,11:10,History: Year 7: 7a/HiR
2024-01-24,31341917,12:05,Geography: Year 7: 7a/GeR
2024-01-24,30127333,13:30,Year 7: 7VP
2024-01-24,31223914,14:00,Science: Year 7: 7a/ScG
2024-01-25,30138639,08:40,Year 7: 7VP
2024-01-25,31335085,09:00,Religious Ed: Year 7: 7a/RER
2024-01-25,31216301,09:55,Maths: Year 7: 7a/MaG
2024-01-25,31219015,11:10,English Comb: Year 7: 7a/EnG
2024-01-25,31220510,12:05,Science: Year 7: 7a/ScG
2024-01-25,30150462,13:30,Year 7: 7VP
2024-01-25,31320838,14:00,PE Core: Year 7: 7a/PEB
2024-01-26,30168399,08:40,Year 7: 7VP
2024-01-26,31343009,09:00,Geography: Year 7: 7a/GeR
2024-01-26,31224719,09:55,English Comb: Year 7: 7a/EnG
2024-01-26,31336037,11:10,Religious Ed: Year 7: 7a/RER
2024-01-26,31216830,12:05,Science: Year 7: 7a/ScG
2024-01-26,30140921,13:30,Year 7: 7VP
2024-01-26,31320478,14:00,PE Core: Year 7: 7a/PEB
2024-01-29,30089818,08:40,Year 7: 7VP
2024-01-29,31334441,09:00,Drama: Year 7: 7a/DrR
2024-01-29,31337045,09:55,Computer Science: Year 7: 7a/CsR
2024-01-29,31218555,11:10,Spanish: Year 7: 7a/SpG
2024-01-29,31221637,12:05,Maths: Year 7: 7a/MaG
2024-01-29,30107154,13:30,Year 7: 7VP
2024-01-29,31223201,14:00,Design Tech: Year 7: 7a/DTG
2024-01-30,30143460,08:40,Year 7: 7VP
2024-01-30,31224420,09:00,Spanish: Year 7: 7a/SpG
2024-01-30,31321238,09:55,PE Core: Year 7: 7a/PEB
2024-01-30,31215174,11:10,English Comb: Year 7: 7a/EnG
2024-01-30,31338305,12:05,Religious Ed: Year 7: 7a/RER
2024-01-30,30129433,13:30,Year 7: 7VP
2024-01-30,31219498,14:00,Maths: Year 7: 7a/MaG
2024-01-31,30119929,08:40,Year 7: 7VP
2024-01-31,31340853,09:00,Geography: Year 7: 7a/GeR
2024-01-31,31222488,09:55,English Comb: Year 7: 7a/EnG
2024-01-31,31343541,11:10,Religious Ed: Year 7: 7a/RER
2024-01-31,31344633,12:05,History: Year 7: 7a/HiR
2024-01-31,30139345,13:30,Year 7: 7VP
2024-01-31,31216002,14:00,Science: Year 7: 7a/ScG
2024-02-01,30155461,08:40,Year 7: 7VP
2024-02-01,31217589,09:00,Science: Year 7: 7a/ScG
2024-02-01,31339201,09:55,Music: Year 7: 7a/MuR
2024-02-01,31340965,11:10,History: Year 7: 7a/HiR
2024-02-01,31342477,12:05,Art and Design: Year 7: 7a/ArR
2024-02-01,30164318,13:30,Year 7: 7VP
2024-02-01,31225570,14:00,English Comb: Year 7: 7a/EnG
2024-02-02,30179096,08:40,Year 7: 7VP
2024-02-02,31335365,09:00,Religious Ed: Year 7: 7a/RER
2024-02-02,31337577,09:55,History: Year 7: 7a/HiR
2024-02-02,31218141,11:10,Maths: Year 7: 7a/MaG
2024-02-02,31221200,12:05,Design Tech: Year 7: 7a/DTG
2024-02-02,30154175,13:30,Year 7: 7VP
2024-02-02,31340629,14:00,Geography: Year 7: 7a/GeR
2024-02-05,30103156,08:40,Year 7: 7VP
2024-02-05,31223178,09:00,English Comb: Year 7: 7a/EnG
2024-02-05,31226053,09:55,Spanish: Year 7: 7a/SpG
2024-02-05,31336569,11:10,Art and Design: Year 7: 7a/ArR
2024-02-05,31338501,12:05,Computer Science: Year 7: 7a/CsR
2024-02-05,30120107,13:30,Year 7: 7VP
2024-02-05,31219889,14:00,Maths: Year 7: 7a/MaG
2024-02-06,30156094,08:40,Year 7: 7VP
2024-02-06,29866591,09:00,Year 7: 7VP
2024-02-06,31222120,09:55,Maths: Year 7: 7a/MaG
2024-02-06,31224742,11:10,Science: Year 7: 7a/ScG
2024-02-06,31344101,12:05,Music: Year 7: 7a/MuR
2024-02-06,30141405,13:30,Year 7: 7VP
2024-02-06,31215381,14:00,English Comb: Year 7: 7a/EnG
2024-02-07,30131880,08:40,Year 7: 7VP
2024-02-07,31217382,09:00,Maths: Year 7: 7a/MaG
2024-02-07,31220602,09:55,Spanish: Year 7: 7a/SpG
2024-02-07,31339761,11:10,History: Year 7: 7a/HiR
2024-02-07,31341945,12:05,Geography: Year 7: 7a/GeR
2024-02-07,30149728,13:30,Year 7: 7VP
2024-02-07,31223983,14:00,Science: Year 7: 7a/ScG
2024-02-08,30165656,08:40,Year 7: 7VP
2024-02-08,31335141,09:00,Religious Ed: Year 7: 7a/RER
2024-02-08,31216347,09:55,Maths: Year 7: 7a/MaG
2024-02-08,31219038,11:10,English Comb: Year 7: 7a/EnG
2024-02-08,31220556,12:05,Science: Year 7: 7a/ScG
2024-02-08,30173830,13:30,Year 7: 7VP
2024-02-08,31320858,14:00,PE Core: Year 7: 7a/PEB
2024-02-09,30191884,08:40,Year 7: 7VP
2024-02-09,31343037,09:00,Geography: Year 7: 7a/GeR
2024-02-09,31224834,09:55,English Comb: Year 7: 7a/EnG
2024-02-09,31336065,11:10,Religious Ed: Year 7: 7a/RER
2024-02-09,31216853,12:05,Science: Year 7: 7a/ScG
2024-02-09,30168921,13:30,Year 7: 7VP
2024-02-09,31320498,14:00,PE Core: Year 7: 7a/PEB
2024-02-12,30116426,08:40,Year 7: 7VP
2024-02-12,31334469,09:00,Drama: Year 7: 7a/DrR
2024-02-12,31337073,09:55,Computer Science: Year 7: 7a/CsR
2024-02-12,31218601,11:10,Spanish: Year 7: 7a/SpG
2024-02-12,31221660,12:05,Maths: Year 7: 7a/MaG
2024-02-12,30131581,13:30,Year 7: 7VP
2024-02-12,31223270,14:00,Design Tech: Year 7: 7a/DTG
2024-02-13,30170685,08:40,Year 7: 7VP
2024-02-13,31224512,09:00,Spanish: Year 7: 7a/SpG
2024-02-13,31321258,09:55,PE Core: Year 7: 7a/PEB
2024-02-13,31215220,11:10,English Comb: Year 7: 7a/EnG
2024-02-13,31338361,12:05,Religious Ed: Year 7: 7a/RER
2024-02-13,30151092,13:30,Year 7: 7VP
2024-02-13,31219544,14:00,Maths: Year 7: 7a/MaG
2024-02-14,30143397,08:40,Year 7: 7VP
2024-02-14,31340909,09:00,Geography: Year 7: 7a/GeR
2024-02-14,31222534,09:55,English Comb: Year 7: 7a/EnG
2024-02-14,31343569,11:10,Religious Ed: Year 7: 7a/RER
2024-02-14,31344661,12:05,History: Year 7: 7a/HiR
2024-02-14,30158914,13:30,Year 7: 7VP
2024-02-14,31216048,14:00,Science: Year 7: 7a/ScG
2024-02-15,30176350,08:40,Year 7: 7VP
2024-02-15,31217635,09:00,Science: Year 7: 7a/ScG
2024-02-15,31339229,09:55,Music: Year 7: 7a/MuR
2024-02-15,31341049,11:10,History: Year 7: 7a/HiR
2024-02-15,31342505,12:05,Art and Design: Year 7: 7a/ArR
2024-02-15,30185119,13:30,Year 7: 7VP
2024-02-15,31225616,14:00,English Comb: Year 7: 7a/EnG
2024-02-16,30203607,08:40,Year 7: 7VP
2024-02-16,31335421,09:00,Religious Ed: Year 7: 7a/RER
2024-02-16,31337605,09:55,History: Year 7: 7a/HiR
2024-02-16,31218187,11:10,Maths: Year 7: 7a/MaG
2024-02-16,31221223,12:05,Design Tech: Year 7: 7a/DTG
2024-02-16,30180682,13:30,Year 7: 7VP
2024-02-16,31340713,14:00,Geography: Year 7: 7a/GeR
2024-02-26,30126239,08:40,Year 7: 7VP
2024-02-26,31223224,09:00,English Comb: Year 7: 7a/EnG
2024-02-26,31226076,09:55,Spanish: Year 7: 7a/SpG
2024-02-26,31336597,11:10,Art and Design: Year 7: 7a/ArR
2024-02-26,31338557,12:05,Computer Science: Year 7: 7a/CsR
2024-02-26,30144076,13:30,Year 7: 7VP
2024-02-26,31219935,14:00,Maths: Year 7: 7a/MaG
2024-02-27,30182100,08:40,Year 7: 7VP
2024-02-27,29866619,09:00,Year 7: 7VP
2024-02-27,31222166,09:55,Maths: Year 7: 7a/MaG
2024-02-27,31224857,11:10,Science: Year 7: 7a/ScG
2024-02-27,31344129,12:05,Music: Year 7: 7a/MuR
2024-02-27,30163397,13:30,Year 7: 7VP
2024-02-27,31215427,14:00,English Comb: Year 7: 7a/EnG
2024-02-28,30153022,08:40,Year 7: 7VP
2024-02-28,31217428,09:00,Maths: Year 7: 7a/MaG
2024-02-28,31220625,09:55,Spanish: Year 7: 7a/SpG
2024-02-28,31339789,11:10,History: Year 7: 7a/HiR
2024-02-28,31341973,12:05,Geography: Year 7: 7a/GeR
2024-02-28,30169299,13:30,Year 7: 7VP
2024-02-28,31224075,14:00,Science: Year 7: 7a/ScG
2024-02-29,30185646,08:40,Year 7: 7VP
2024-02-29,31335197,09:00,Religious Ed: Year 7: 7a/RER
2024-02-29,31216393,09:55,Maths: Year 7: 7a/MaG
2024-02-29,31219061,11:10,English Comb: Year 7: 7a/EnG
2024-02-29,31220579,12:05,Science: Year 7: 7a/ScG
2024-02-29,30194753,13:30,Year 7: 7VP
2024-02-29,31320878,14:00,PE Core: Year 7: 7a/PEB
2024-03-01,30218956,08:40,Year 7: 7VP
2024-03-01,31343065,09:00,Geography: Year 7: 7a/GeR
2024-03-01,31224926,09:55,English Comb: Year 7: 7a/EnG
2024-03-01,31336093,11:10,Religious Ed: Year 7: 7a/RER
2024-03-01,31216876,12:05,Science: Year 7: 7a/ScG
2024-03-01,30192029,13:30,Year 7: 7VP
2024-03-01,31320518,14:00,PE Core: Year 7: 7a/PEB
2024-03-04,30140161,08:40,Year 7: 7VP
2024-03-04,31334497,09:00,Drama: Year 7: 7a/DrR
2024-03-04,31337101,09:55,Computer Science: Year 7: 7a/CsR
2024-03-04,31218624,11:10,Spanish: Year 7: 7a/SpG
2024-03-04,31221683,12:05,Maths: Year 7: 7a/MaG
2024-03-04,30154791,13:30,Year 7: 7VP
2024-03-04,31223316,14:00,Design Tech: Year 7: 7a/DTG
2024-03-05,30192285,08:40,Year 7: 7VP
2024-03-05,31224604,09:00,Spanish: Year 7: 7a/SpG
2024-03-05,31321278,09:55,PE Core: Year 7: 7a/PEB
2024-03-05,31215266,11:10,English Comb: Year 7: 7a/EnG
2024-03-05,31338417,12:05,Religious Ed: Year 7: 7a/RER
2024-03-05,30174651,13:30,Year 7: 7VP
2024-03-05,31219590,14:00,Maths: Year 7: 7a/MaG
2024-03-06,30164022,08:40,Year 7: 7VP
2024-03-06,31341021,09:00,Geography: Year 7: 7a/GeR
2024-03-06,31222580,09:55,English Comb: Year 7: 7a/EnG
2024-03-06,31343597,11:10,Religious Ed: Year 7: 7a/RER
2024-03-06,31344689,12:05,History: Year 7: 7a/HiR
2024-03-06,30181834,13:30,Year 7: 7VP
2024-03-06,31216094,14:00,Science: Year 7: 7a/ScG
2024-03-07,30195379,08:40,Year 7: 7VP
2024-03-07,31217681,09:00,Science: Year 7: 7a/ScG
2024-03-07,31339257,09:55,Music: Year 7: 7a/MuR
2024-03-07,31341133,11:10,History: Year 7: 7a/HiR
2024-03-07,31342533,12:05,Art and Design: Year 7: 7a/ArR
2024-03-07,30204290,13:30,Year 7: 7VP
2024-03-07,31225639,14:00,English Comb: Year 7: 7a/EnG
2024-03-08,30229779,08:40,Year 7: 7VP
2024-03-08,31335477,09:00,Religious Ed: Year 7: 7a/RER
2024-03-08,31337633,09:55,History: Year 7: 7a/HiR
2024-03-08,31218233,11:10,Maths: Year 7: 7a/MaG
2024-03-08,31221246,12:05,Design Tech: Year 7: 7a/DTG
2024-03-08,30201476,13:30,Year 7: 7VP
2024-03-08,31340741,14:00,Geography: Year 7: 7a/GeR
2024-03-11,30151450,08:40,Year 7: 7VP
2024-03-11,31223247,09:00,English Comb: Year 7: 7a/EnG
2024-03-11,31226099,09:55,Spanish: Year 7: 7a/SpG
2024-03-11,31336625,11:10,Art and Design: Year 7: 7a/ArR
2024-03-11,31338613,12:05,Computer Science: Year 7: 7a/CsR
2024-03-11,30168245,13:30,Year 7: 7VP
2024-03-11,31219981,14:00,Maths: Year 7: 7a/MaG
2024-03-12,30207923,08:40,Year 7: 7VP
2024-03-12,29866647,09:00,Year 7: 7VP
2024-03-12,31222212,09:55,Maths: Year 7: 7a/MaG
2024-03-12,31224972,11:10,Science: Year 7: 7a/ScG
2024-03-12,31344157,12:05,Music: Year 7: 7a/MuR
2024-03-12,30186722,13:30,Year 7: 7VP
2024-03-12,31215473,14:00,English Comb: Year 7: 7a/EnG
2024-03-13,30173475,08:40,Year 7: 7VP
2024-03-13,31217474,09:00,Maths: Year 7: 7a/MaG
2024-03-13,31220694,09:55,Spanish: Year 7: 7a/SpG
2024-03-13,31339817,11:10,History: Year 7: 7a/HiR
2024-03-13,31342001,12:05,Geography: Year 7: 7a/GeR
2024-03-13,30192877,13:30,Year 7: 7VP
2024-03-13,31224167,14:00,Science: Year 7: 7a/ScG
2024-03-14,30205850,08:40,Year 7: 7VP
2024-03-14,31335253,09:00,Religious Ed: Year 7: 7a/RER
2024-03-14,31216439,09:55,Maths: Year 7: 7a/MaG
2024-03-14,31219084,11:10,English Comb: Year 7: 7a/EnG
2024-03-14,31220648,12:05,Science: Year 7: 7a/ScG
2024-03-14,30215128,13:30,Year 7: 7VP
2024-03-14,31320898,14:00,PE Core: Year 7: 7a/PEB
2024-03-15,30241524,08:40,Year 7: 7VP
2024-03-15,31343093,09:00,Geography: Year 7: 7a/GeR
2024-03-15,31225018,09:55,English Comb: Year 7: 7a/EnG
2024-03-15,31336121,11:10,Religious Ed: Year 7: 7a/RER
2024-03-15,31216899,12:05,Science: Year 7: 7a/ScG
2024-03-15,30211820,13:30,Year 7: 7VP
2024-03-15,31320538,14:00,PE Core: Year 7: 7a/PEB
2024-03-18,30161177,08:40,Year 7: 7VP
2024-03-18,31334525,09:00,Drama: Year 7: 7a/DrR
2024-03-18,31337129,09:55,Computer Science: Year 7: 7a/CsR
2024-03-18,31218647,11:10,Spanish: Year 7: 7a/SpG
2024-03-18,31221706,12:05,Maths: Year 7: 7a/MaG
2024-03-18,30179283,13:30,Year 7: 7VP
2024-03-18,31223362,14:00,Design Tech: Year 7: 7a/DTG
2024-03-19,30219024,08:40,Year 7: 7VP
2024-03-19,31224696,09:00,Spanish: Year 7: 7a/SpG
2024-03-19,31321298,09:55,PE Core: Year 7: 7a/PEB
2024-03-19,31215312,11:10,English Comb: Year 7: 7a/EnG
2024-03-19,31338473,12:05,Religious Ed: Year 7: 7a/RER
2024-03-19,30199649,13:30,Year 7: 7VP
2024-03-19,31219636,14:00,Maths: Year 7: 7a/MaG
2024-03-20,30183224,08:40,Year 7: 7VP
2024-03-20,31341105,09:00,Geography: Year 7: 7a/GeR
2024-03-20,31222603,09:55,English Comb: Year 7: 7a/EnG
2024-03-20,31343625,11:10,Religious Ed: Year 7: 7a/RER
2024-03-20,31344717,12:05,History: Year 7: 7a/HiR
2024-03-20,30202365,13:30,Year 7: 7VP
2024-03-20,31216140,14:00,Science: Year 7: 7a/ScG
2024-03-21,30218286,08:40,Year 7: 7VP
2024-03-21,31217727,09:00,Science: Year 7: 7a/ScG
2024-03-21,31339285,09:55,Music: Year 7: 7a/MuR
2024-03-21,31341217,11:10,History: Year 7: 7a/HiR
2024-03-21,31342561,12:05,Art and Design: Year 7: 7a/ArR
2024-03-21,30226063,13:30,Year 7: 7VP
2024-03-21,31225662,14:00,English Comb: Year 7: 7a/EnG
2024-03-22,30253556,08:40,Year 7: 7VP
2024-03-22,31335533,09:00,Religious Ed: Year 7: 7a/RER
2024-03-22,31337661,09:55,History: Year 7: 7a/HiR
2024-03-22,31218256,11:10,Maths: Year 7: 7a/MaG
2024-03-22,31221269,12:05,Design Tech: Year 7: 7a/DTG
2024-03-22,30223145,13:30,Year 7: 7VP
2024-03-22,31340825,14:00,Geography: Year 7: 7a/GeR
2024-03-25,30175090,08:40,Year 7: 7VP
2024-03-25,31223293,09:00,English Comb: Year 7: 7a/EnG
2024-03-25,31226122,09:55,Spanish: Year 7: 7a/SpG
2024-03-25,31336653,11:10,Art and Design: Year 7: 7a/ArR
2024-03-25,31338641,12:05,Computer Science: Year 7: 7a/CsR
2024-03-25,30190805,13:30,Year 7: 7VP
2024-03-25,31220004,14:00,Maths: Year 7: 7a/MaG
2024-03-26,30230312,08:40,Year 7: 7VP
2024-03-26,29866675,09:00,Year 7: 7VP
2024-03-26,31222258,09:55,Maths: Year 7: 7a/MaG
2024-03-26,31225087,11:10,Science: Year 7: 7a/ScG
2024-03-26,31344185,12:05,Music: Year 7: 7a/MuR
2024-03-26,30213242,13:30,Year 7: 7VP
2024-03-26,31215519,14:00,English Comb: Year 7: 7a/EnG
2024-03-27,30195168,08:40,Year 7: 7VP
2024-03-27,31217520,09:00,Maths: Year 7: 7a/MaG
2024-03-27,31220740,09:55,Spanish: Year 7: 7a/SpG
2024-03-27,31339845,11:10,History: Year 7: 7a/HiR
2024-03-27,31342029,12:05,Geography: Year 7: 7a/GeR
2024-03-27,30212177,13:30,Year 7: 7VP
2024-03-27,31224259,14:00,Science: Year 7: 7a/ScG
2024-03-28,30228571,08:40,Year 7: 7VP
2024-03-28,31335309,09:00,Religious Ed: Year 7: 7a/RER
2024-03-28,31216485,09:55,Maths: Year 7: 7a/MaG
2024-03-28,31219107,11:10,English Comb: Year 7: 7a/EnG
2024-03-28,31220671,12:05,Science: Year 7: 7a/ScG
2024-03-28,30240358,13:30,Year 7: 7VP
2024-03-28,31320918,14:00,PE Core: Year 7: 7a/PEB
2024-04-15,30184875,08:40,Year 7: 7VP
2024-04-15,31334553,09:00,Drama: Year 7: 7a/DrR
2024-04-15,31337157,09:55,Computer Science: Year 7: 7a/CsR
2024-04-15,31218693,11:10,Spanish: Year 7: 7a/SpG
2024-04-15,31221729,12:05,Maths: Year 7: 7a/MaG
2024-04-15,30204718,13:30,Year 7: 7VP
2024-04-15,31223408,14:00,Design Tech: Year 7: 7a/DTG
2024-04-16,30242103,08:40,Year 7: 7VP
2024-04-16,31224811,09:00,Spanish: Year 7: 7a/SpG
2024-04-16,31321318,09:55,PE Core: Year 7: 7a/PEB
2024-04-16,31215358,11:10,English Comb: Year 7: 7a/EnG
2024-04-16,31338529,12:05,Religious Ed: Year 7: 7a/RER
2024-04-16,30224484,13:30,Year 7: 7VP
2024-04-16,31219682,14:00,Maths: Year 7: 7a/MaG
2024-04-17,30203916,08:40,Year 7: 7VP
2024-04-17,31341189,09:00,Geography: Year 7: 7a/GeR
2024-04-17,31222649,09:55,English Comb: Year 7: 7a/EnG
2024-04-17,31343653,11:10,Religious Ed: Year 7: 7a/RER
2024-04-17,31344745,12:05,History: Year 7: 7a/HiR
2024-04-17,30223859,13:30,Year 7: 7VP
2024-04-17,31216186,14:00,Science: Year 7: 7a/ScG
2024-04-18,30238447,08:40,Year 7: 7VP
2024-04-18,31217773,09:00,Science: Year 7: 7a/ScG
2024-04-18,31339313,09:55,Music: Year 7: 7a/MuR
2024-04-18,31341301,11:10,History: Year 7: 7a/HiR
2024-04-18,31342589,12:05,Art and Design: Year 7: 7a/ArR
2024-04-18,30252014,13:30,Year 7: 7VP
2024-04-18,31225685,14:00,English Comb: Year 7: 7a/EnG
2024-04-19,30265567,08:40,Year 7: 7VP
2024-04-19,31335589,09:00,Religious Ed: Year 7: 7a/RER
2024-04-19,31337689,09:55,History: Year 7: 7a/HiR
2024-04-19,31218302,11:10,Maths: Year 7: 7a/MaG
2024-04-19,31221292,12:05,Design Tech: Year 7: 7a/DTG
2024-04-19,30233019,13:30,Year 7: 7VP
2024-04-19,31340937,14:00,Geography: Year 7: 7a/GeR
2024-04-22,30195418,08:40,Year 7: 7VP
2024-04-22,31223339,09:00,English Comb: Year 7: 7a/EnG
2024-04-22,31226145,09:55,Spanish: Year 7: 7a/SpG
2024-04-22,31336737,11:10,Art and Design: Year 7: 7a/ArR
2024-04-22,31338697,12:05,Computer Science: Year 7: 7a/CsR
2024-04-22,30218471,13:30,Year 7: 7VP
2024-04-22,31220027,14:00,Maths: Year 7: 7a/MaG
2024-04-23,30252495,08:40,Year 7: 7VP
